Site_Name,Date,Commodity,Production_Tons,Operational_Cost_AUD,Safety_Incidents,Equipment_Uptime_Pct,Revenue_AUD
Hunter Coal,2025-11-06,Copper,32881.22,200725.88,0,89.4,4661496.82
Olympic Dam,2026-03-14,Gold,34857.07,492411.8,0,92.86,4941608.64
Olympic Dam,2025-03-06,Lithium,42633.11,345483.19,0,92.47,6044000.4
Greenbushes Lithium,2025-12-22,Coal,14695.83,417414.96,0,96.53,2083394.86
Kalgoorlie Gold,2025-01-21,Iron Ore,10421.68,134239.82,0,98.74,1477458.2
Olympic Dam,2025-09-09,Iron Ore,43319.17,173383.15,0,90.75,6141261.58
Hunter Coal,2025-08-23,Coal,12047.58,403361.47,0,95.69,1707958.4
Olympic Dam,2025-08-15,Copper,48864.2,108794.61,0,86.4,6927368.05
Hunter Coal,2025-01-13,Coal,42914.22,426751.19,0,95.88,6083852.73
Greenbushes Lithium,2025-11-09,Gold,27539.45,105579.61,0,90.2,3904206.07
Olympic Dam,2025-02-18,Coal,49163.96,362847.54,0,85.55,6969864.36
Hunter Coal,2025-04-28,Iron Ore,9381.95,246037.57,0,90.09,1330058.01
Greenbushes Lithium,2025-02-23,Coal,18637.96,344597.94,0,93.55,2642261.79
Kalgoorlie Gold,2025-05-18,Lithium,33720.1,378412.56,0,86.67,4780422.96
Hunter Coal,2025-02-22,Gold,20750.31,236990.09,0,97.94,2941724.91
Kalgoorlie Gold,2025-02-13,Coal,46776.76,143184.98,0,86.09,6631436.37
Kalgoorlie Gold,2025-10-30,Iron Ore,7953.17,127858.35,1,98.02,1127503.08
Pilbara Iron,2025-02-22,Gold,29723.53,335574.41,0,94.9,4213838.19
Olympic Dam,2025-03-15,Iron Ore,31588.98,308262.14,0,89.62,4478298.85
Hunter Coal,2025-02-15,Copper,34372.77,396880.4,0,90.47,4872950.52
Kalgoorlie Gold,2025-01-13,Lithium,16504.98,303894.2,0,95.37,2339874.0
Pilbara Iron,2025-06-14,Copper,21405.49,268978.32,0,93.42,3034608.31
Greenbushes Lithium,2025-04-12,Lithium,42965.62,259234.87,0,94.4,6091139.59
Hunter Coal,2025-10-07,Coal,13772.42,110578.76,0,90.45,1952485.1
Kalgoorlie Gold,2025-09-15,Gold,42209.05,234222.88,0,91.83,5983882.36
Olympic Dam,2025-12-03,Coal,30319.49,490408.06,0,98.86,4298326.1
Pilbara Iron,2025-12-22,Lithium,39298.44,449422.23,0,87.99,5571251.71
Kalgoorlie Gold,2026-02-02,Lithium,37112.33,231751.23,0,90.85,5261331.8
Olympic Dam,2025-05-18,Lithium,14338.02,335118.16,0,89.09,2032668.94
Kalgoorlie Gold,2025-06-12,Iron Ore,30596.57,438918.7,0,95.71,4337607.11
Hunter Coal,2026-02-13,Gold,44047.54,276509.73,0,95.7,6244520.97
Hunter Coal,2026-01-22,Coal,24445.23,107183.15,0,89.09,3465545.44
Hunter Coal,2025-04-21,Coal,48496.58,129804.18,0,86.14,6875251.39
Pilbara Iron,2025-04-12,Copper,25349.68,304157.09,0,85.16,3593767.29
Hunter Coal,2025-01-17,Lithium,11425.35,487775.75,0,90.98,1619746.25
Olympic Dam,2025-09-25,Lithium,22524.56,377283.82,0,90.74,3193256.36
Kalgoorlie Gold,2025-07-01,Lithium,47826.61,128366.48,0,98.84,6780271.25
Greenbushes Lithium,2026-01-07,Coal,19387.44,175744.35,0,91.58,2748513.89
Olympic Dam,2025-01-24,Copper,44064.42,408529.26,0,88.59,6246914.01
Olympic Dam,2025-01-29,Iron Ore,44656.28,436575.9,1,97.48,6330820.67
Hunter Coal,2025-06-20,Gold,20758.39,347077.83,0,91.87,2942870.4
Pilbara Iron,2026-02-13,Iron Ore,8746.59,357769.27,0,93.39,1239984.45
Kalgoorlie Gold,2025-08-16,Coal,37605.11,111334.98,0,86.34,5331192.11
Pilbara Iron,2026-01-13,Lithium,19018.05,431412.1,0,90.36,2696146.3
Kalgoorlie Gold,2025-07-07,Gold,40231.56,415310.08,0,98.22,5703538.04
Kalgoorlie Gold,2025-12-12,Coal,24919.47,203614.06,0,93.25,3532777.38
Pilbara Iron,2025-08-18,Coal,26837.0,383470.69,0,89.82,3804621.31
Olympic Dam,2025-11-17,Coal,40005.92,185941.84,2,93.76,5671549.56
Kalgoorlie Gold,2025-12-06,Gold,22206.35,116132.06,0,97.75,3148144.44
Pilbara Iron,2025-04-29,Gold,24940.73,180454.62,0,88.84,3535791.36
Kalgoorlie Gold,2025-06-05,Copper,21928.57,171451.55,0,92.07,3108764.19
Greenbushes Lithium,2025-09-29,Copper,21530.32,235099.2,0,98.42,3052305.18
Olympic Dam,2025-06-24,Iron Ore,28667.6,267379.8,0,87.41,4064141.36
Hunter Coal,2025-04-14,Gold,41395.98,303415.56,0,95.08,5868615.25
Kalgoorlie Gold,2025-04-02,Gold,21279.57,290701.55,1,93.6,3016756.92
Greenbushes Lithium,2025-07-05,Gold,28591.46,208269.84,0,94.52,4053347.17
Hunter Coal,2025-10-10,Copper,35182.73,111668.27,1,89.92,4987776.73
Hunter Coal,2025-06-30,Coal,17124.78,342040.65,0,89.39,2427741.66
Kalgoorlie Gold,2025-06-19,Lithium,17488.53,258297.93,0,94.58,2479309.68
Pilbara Iron,2025-07-06,Copper,47003.59,219468.86,0,88.02,6663593.55
Kalgoorlie Gold,2025-06-24,Gold,37559.06,446776.42,0,90.88,5324663.71
Greenbushes Lithium,2025-08-10,Copper,30973.4,398697.32,0,87.63,4391029.46
Hunter Coal,2025-08-21,Iron Ore,34147.4,443106.22,0,85.12,4841000.32
Kalgoorlie Gold,2025-06-11,Gold,6318.47,297993.12,0,98.58,895755.32
Pilbara Iron,2026-02-25,Iron Ore,32814.63,152372.5,0,91.04,4652056.51
Kalgoorlie Gold,2025-05-14,Gold,27927.9,378488.57,0,98.57,3959275.75
Olympic Dam,2026-01-26,Copper,29558.74,182429.51,1,86.96,4190476.28
Pilbara Iron,2025-08-12,Coal,21174.07,276491.87,0,93.22,3001800.42
Greenbushes Lithium,2025-06-02,Lithium,8666.33,126000.32,0,87.81,1228606.17
Hunter Coal,2025-02-02,Iron Ore,13700.27,430123.36,0,96.06,1942256.55
Kalgoorlie Gold,2025-02-24,Copper,47783.51,150376.26,0,95.97,6774161.06
Pilbara Iron,2026-03-18,Coal,23391.48,461239.0,0,86.58,3316157.66
Olympic Dam,2025-01-07,Copper,26000.74,445692.24,0,97.77,3686066.6
Pilbara Iron,2025-09-01,Iron Ore,7371.94,285833.11,0,87.72,1045103.4
Olympic Dam,2025-11-09,Lithium,6690.48,397747.28,0,93.58,948494.35
Greenbushes Lithium,2025-05-06,Copper,37273.17,347778.03,0,98.8,5284133.72
